Food,ProductType,FlavorVariant,Calories-kcl,Protein-g,Carb-g,Fiber-g,Sugar-g,Sodium-g,SaturatedFat-g,MonounsaturatedFat-g,PolyunsaturatedFat-g,TransaFat-g,MeasureQuantity,MeasureType,MQCalories-kcl,MQGmWt,MQCalories100gm-kcl
Andrea'S,Gluten Free Soft Dinner Roll, Prepared From Recipe,257,5.7,40.2,2.9,3.0,544,4.84,4.51,4.37,0.49,1.0,Roll,177,69.0,257
Archway,Home Style Cookies,Chocolate Chip Ice Box,497,4.3,65.0,2.0,34.1,270,8.1,8.9,1.4,5.83,1.0,Serving,119,24.0,497
Archway,Home Style Cookies,Coconut Macaroon,460,3.0,61.2,5.1,45.2,200,20.1,1.6,0.8,0.49,1.0,Serving,101,22.0,460
Archway,Home Style Cookies,Date Filled Oatmeal,400,4.7,68.2,2.1,34.3,331,2.8,4.8,1.1,3.36,1.0,Serving,100,25.0,400
Archway,Home Style Cookies,Dutch Cocoa,431,4.5,69.4,2.6,35.4,384,3.6,5.9,1.2,4.24,1.0,Serving,103,24.0,431
Archway,Home Style Cookies,Frosty Lemon,430,4.4,64.8,0.7,33.4,449,5.8,5.8,0.9,0.49,1.0,Serving,112,26.0,430
Archway,Home Style Cookies,Iced Molasses,420,3.5,69.1,1.0,38.4,605,4.2,4.8,2.4,3.08,1.0,Serving,118,28.0,420
Archway,Home Style Cookies,Iced Oatmeal,435,4.9,66.8,2.0,37.2,377,4.6,5.6,2.7,3.58,1.0,Serving,122,28.0,435
Archway,Home Style Cookies,Molasses,403,4.3,69.4,1.2,36.4,577,2.8,4.9,1.1,3.34,1.0,Serving,105,26.0,403
Archway,Home Style Cookies,Oatmeal,421,5.5,68.2,2.9,34.5,394,3.2,5.7,1.3,3.88,1.0,Serving,105,25.0,421
Archway,Home Style Cookies,Oatmeal Raisin,406,5.2,69.3,2.7,39.6,339,2.8,4.9,1.2,3.32,1.0,Serving,106,26.0,406
Archway,Home Style Cookies,Old Fashioned Molasses,406,4.3,70.6,1.1,36.1,561,2.8,4.8,1.0,3.25,1.0,Serving,106,26.0,406
Archway,Home Style Cookies,Old Fashioned Windmill Cookies,468,5.2,72.2,1.8,32.6,471,3.8,7.8,1.7,4.3,1.0,Serving,94,20.0,468
Archway,Home Style Cookies,Peanut Butter,480,9.0,58.5,2.8,32.6,404,5.4,10.2,4.2,0.49,1.0,Serving,101,21.0,480
Archway,Home Style Cookies,Raspberry Filled,400,4.4,65.9,2.2,31.8,334,5.2,4.1,1.1,2.85,1.0,Serving,100,25.0,400
Archway,Home Style Cookies,Reduced Fat Ginger Snaps,424,4.7,76.2,1.1,36.3,406,2.6,3.6,1.7,3.31,1.0,Serving,136,32.0,424
Archway,Home Style Cookies,Strawberry Filled,400,4.4,65.9,2.2,31.8,377,5.2,4.1,1.1,2.85,1.0,Serving,100,25.0,400
Archway,Home Style Cookies,Sugar Free Oatmeal,442,5.5,67.2,1.9,1.3,308,4.9,7.9,1.3,0.49,1.0,Serving,106,24.0,442
Artificial,Blueberry Muffin Mix,Dry,407,4.7,77.5,3.33,19.0,760,1.9,3.7,1.7,0.49,1.0,Muffin,126,31.0,407
Austin,Cheddar Cheese Crackers,Sandwich-Type,494,7.5,60.0,1.3,13.5,900,6.1,5.4,12.1,0.32,1.0,Package,193,39.0,494
Austin,Cheddar Cheese Crackers,Sandwich-Type,489,7.8,62.6,1.3,14.3,978,5.8,4.9,11.0,0.3,1.0,Package,191,39.0,489
Austin,Cheddar Cheese Crackers,Sandwich-Type,495,7.9,61.4,1.8,14.6,839,6.1,5.3,11.8,0.31,1.0,Package,193,39.0,495
Austin,Chocolatey Peanut Butter Crackers,Sandwich-Type,479,7.7,66.2,2.0,17.3,584,4.1,5.8,9.2,0.23,1.0,Package,187,39.0,479
Austin,Grilled Cheese Crackers,Sandwich-Type,493,7.9,62.0,1.3,12.6,910,5.9,5.0,11.0,0.77,1.0,Package,192,39.0,493
Austin,Pb & J Crackers,Sandwich-Type,484,7.6,65.7,2.0,16.7,582,4.5,5.9,9.6,0.25,1.0,Package,189,39.0,484
Austin,Peanut Butter Crackers,Sandwich-Type,492,10.8,59.0,3.2,9.0,843,3.7,8.4,12.0,0.15,1.0,Package,192,39.0,492
Austin,Peanut Butter Crackers,Sandwich-Type,489,10.6,60.2,3.2,11.6,772,3.6,8.2,8.5,0.14,1.0,Package,191,39.0,489
Bagels,Cinnamon-Raisin, Prepared From Recipe,274,9.8,55.2,2.3,6.0,344,0.3,0.2,0.7,0.49,1.0,"Mini Bagel, (2-1/2"" Dia)",71,26.0,274
Bagels,Cinnamon-Raisin,Toasted,294,10.6,59.3,2.5,6.4,370,0.3,0.2,0.7,0.49,1.0,"Mini Bagel, (2-1/2"" Dia)",71,24.0,294
Bagels,Egg, Prepared From Recipe,278,10.6,53.0,2.3,19.0,505,0.4,0.4,0.6,0.49,1.0,Oz,79,28.0,278
Bagels,Oat Bran, Prepared From Recipe,255,10.7,53.3,3.6,1.6,590,0.2,0.2,0.5,0.49,1.0,"Mini Bagel, (2-1/2"" Dia)",66,26.0,255
Bagels,Wheat, Prepared From Recipe,250,10.2,48.9,4.1,6.1,439,0.0,0.3,0.9,0.0,1.0,Bagel,245,98.0,250
Barbara Dee,Winter Mints Cookies, Prepared From Recipe,515,3.9,67.1,2.0,35.8,290,18.0,2.7,3.8,0.4,4.0,Cookies,160,31.0,515
Bear Naked,Double Chocolate Cookies, Prepared From Recipe,423,6.6,66.9,7.0,35.2,200,4.1,8.4,4.2,0.0,1.0,Cookie,127,30.0,423
Bear Naked,Fruit & Nut Cookies, Prepared From Recipe,443,7.5,61.6,7.1,29.4,133,5.1,8.5,7.3,0.0,1.0,Cookie,133,30.0,443
Biscuits,Mixed Grain,Refrigerated Dough,263,6.1,47.4,3.33,19.0,670,1.4,2.9,0.9,0.49,1.0,Oz,75,28.0,263
Biscuits,Plain Or Buttermilk,Prepared From Recipe,353,7.0,44.6,1.5,2.2,580,4.3,6.9,4.2,0.49,1.0,Oz,100,28.0,353
Bread,Boston Brown,Canned,195,5.2,43.3,4.7,2.4,631,0.3,0.2,0.6,0.49,1.0,Oz,55,28.0,195
Bread,Chapati Or Roti,Plain,297,11.3,46.4,4.9,2.7,409,2.0,1.9,1.1,0.03,1.0,Piece,202,68.0,297
Bread,Cheese, Prepared From Recipe,408,10.4,44.8,2.1,2.1,750,6.3,4.3,9.2,0.0,1.0,Slice,196,48.0,408
Bread,Cornbread,Prepared From Recipe,266,6.7,43.5,3.33,19.0,658,1.6,1.8,3.2,0.49,1.0,Oz,75,28.0,266
Bread,Cracked-Wheat, Prepared From Recipe,260,8.7,49.5,5.5,19.0,538,0.9,1.9,0.7,0.49,1.0,Oz,74,28.0,260
Bread,Egg, Prepared From Recipe,287,9.5,47.8,2.3,1.8,380,1.6,2.3,1.1,0.49,1.0,Oz,81,28.0,287
Bread,Egg,Toasted,315,10.5,52.6,2.5,1.9,417,1.6,3.0,1.1,0.49,1.0,Oz,89,28.0,315
Bread,French Or Vienna,Includes Sourdough,272,10.8,51.9,2.2,4.6,602,0.5,0.4,0.9,0.01,1.0,Oz,77,28.0,272
Bread,Gluten-Free,White,298,5.4,51.2,5.5,11.3,515,0.6,4.7,2.0,0.02,1.0,Slice,83,28.0,298
Bread,Gluten-Free,Whole Grain,309,7.3,49.1,4.9,9.8,510,0.3,5.4,2.4,0.02,1.0,Slice,77,25.0,309
Bread,Irish Soda,Prepared From Recipe,290,6.6,56.0,2.6,19.0,398,1.1,2.0,1.5,0.49,1.0,Oz,82,28.0,290
Bread,Italian, Prepared From Recipe,271,8.8,50.1,3.2,3.2,550,0.0,0.8,1.4,0.49,1.0,Oz,77,28.0,271
Bread,Oat Bran, Prepared From Recipe,236,10.4,39.8,4.5,7.7,353,0.7,1.6,1.7,0.49,1.0,Oz,67,28.0,236
Bread,Oat Bran,Toasted,259,11.4,43.7,4.9,8.5,387,0.8,1.7,1.9,0.49,1.0,Oz,73,28.0,259
Bread,Oatmeal, Prepared From Recipe,269,8.4,48.5,4.0,8.1,447,0.7,1.6,1.7,0.49,1.0,Oz,76,28.0,269
Bread,Oatmeal,Toasted,292,9.2,52.7,4.3,8.8,486,0.8,1.7,1.9,0.49,1.0,Oz,83,28.0,292
Bread,Pita,Whole-Wheat,262,9.8,55.9,6.1,2.9,527,0.1,0.2,0.7,0.49,1.0,"Pita, Large (6-1/2"" Dia)",168,64.0,262
Bread,Potato, Prepared From Recipe,266,12.5,47.1,6.3,9.4,375,0.0,0.0,0.0,0.0,1.0,Slice,85,32.0,266
Bread,Protein,Includes Gluten,245,12.1,43.8,3.0,1.4,404,0.3,0.2,1.0,0.49,1.0,Oz,69,28.0,245
Bread,Pumpernickel,Toasted,275,9.5,52.2,7.1,0.6,655,0.5,1.0,1.4,0.49,1.0,Oz,78,28.0,275
Bread,Reduced-Calorie,Oat Bran,201,8.0,41.3,12.0,3.5,459,0.4,0.7,1.7,0.49,1.0,Oz,57,28.0,201
Bread,Reduced-Calorie,Oatmeal,210,7.6,43.3,3.33,19.0,388,0.6,0.8,1.4,0.49,1.0,Oz,60,28.0,210
Bread,Reduced-Calorie,Rye,203,9.1,40.5,12.0,2.3,513,0.4,0.7,0.8,0.49,1.0,Oz,58,28.0,203
Bread,Reduced-Calorie,Wheat,217,13.3,42.5,11.1,3.7,332,0.8,0.5,1.2,0.05,1.0,Oz,62,28.0,217
Bread,Reduced-Calorie,White,207,8.7,44.3,9.7,4.8,479,0.5,1.1,0.6,0.49,1.0,Oz,59,28.0,207
Bread,Rice Bran, Prepared From Recipe,243,8.9,43.5,4.9,4.7,269,0.7,1.7,1.8,0.49,1.0,Oz,69,28.0,243
Bread,Rice Bran,Toasted,264,9.7,47.3,5.3,5.1,292,0.8,1.8,1.9,0.49,1.0,Oz,75,28.0,264
Bread,Wheat, Prepared From Recipe,267,10.7,48.7,4.0,5.9,508,0.8,0.6,1.5,0.03,1.0,Oz,76,28.0,267
Bread,Wheat Bran, Prepared From Recipe,248,8.8,47.8,4.0,9.7,486,0.8,1.6,0.6,0.49,1.0,Oz,70,28.0,248
Bread,Wheat Germ,Toasted,293,10.7,54.3,2.3,4.1,621,0.7,1.4,0.8,0.49,1.0,Oz,83,28.0,293
Bread,White Wheat, Prepared From Recipe,238,10.7,43.9,9.2,5.0,478,0.6,0.4,1.0,0.03,1.0,Slice,67,28.0,238
Bread,White,Commercially Prepared,266,8.9,49.4,2.7,5.7,490,0.7,0.6,1.6,0.03,1.0,Slice,77,29.0,266
Bread,White,Prepared From Recipe,285,7.9,49.6,2.0,19.0,359,1.2,1.3,2.8,0.49,1.0,Oz,81,28.0,285
Bread,White,Prepared From Recipe,274,7.7,53.6,2.0,19.0,336,0.4,0.5,1.4,0.49,1.0,Oz,78,28.0,274
Bread,Whole-Wheat,Commercially Prepared,252,12.5,42.7,6.0,4.3,455,0.7,0.6,1.6,0.02,1.0,Slice,81,32.0,252
Bread,Whole-Wheat,Prepared From Recipe,278,8.4,51.4,6.0,3.8,346,0.8,1.2,2.9,0.49,1.0,Oz,79,28.0,278
Breakfast Tart,Low Fat, Prepared From Recipe,372,4.0,76.8,1.5,4.9,361,1.4,3.3,0.9,0.49,1.0,Tart,193,52.0,372
Cake,Fruitcake,Commercially Prepared,324,2.9,61.6,3.7,27.4,101,1.0,4.2,3.3,0.49,1.0,Oz,92,28.0,324
Cake,Gingerbread,Prepared From Recipe,356,3.9,49.2,3.33,19.0,327,4.1,7.1,4.2,0.49,1.0,Oz,101,28.0,356
Cake,Pineapple Upside-Down,Prepared From Recipe,319,3.5,50.5,0.8,19.0,319,2.9,5.2,3.3,0.49,1.0,Oz,90,28.0,319
Cake,Pound,Commercially Prepared,283,5.4,61.0,1.1,34.3,341,0.3,0.2,0.4,0.49,1.0,Oz,80,28.0,283
Cake,Shortcake,Biscuit-Type,346,6.1,48.5,3.33,19.0,506,3.8,6.0,3.6,0.49,1.0,Oz,98,28.0,346
Cake,Snack Cakes,Creme-Filled,399,3.6,60.3,3.2,37.8,332,4.9,8.5,1.8,0.49,1.0,Oz,113,28.0,399
Cake,Snack Cakes,Creme-Filled,374,3.5,64.0,1.0,37.3,470,4.1,4.9,1.9,1.62,1.0,Oz,106,28.0,374
Cake,White,Prepared From Recipe,356,4.4,63.2,1.0,57.4,284,3.9,3.7,2.2,0.49,1.0,Oz,101,28.0,356
Cake,Yellow,Commercially Prepared,391,3.0,56.2,0.3,41.8,269,2.9,7.6,6.4,0.49,1.0,Serving,260,67.0,391
Cheesecake,Prepared From Mix,No-Bake Type,274,5.5,35.5,1.9,19.0,380,6.7,4.5,0.8,0.49,1.0,Oz,78,28.0,274
Cinnamon Buns,Frosted,Includes Honey Buns,452,4.5,48.6,1.2,25.7,305,12.6,8.7,3.7,0.3,1.0,Bun,260,65.0,452
Cookies,Butter Or Sugar,With Chocolate Icing Or Filling,503,4.1,68.8,1.9,33.8,348,14.8,2.7,5.1,0.49,3.0,Cookies,156,31.0,503
Cookies,Chocolate,With Icing Or Coating,507,4.5,67.9,2.3,32.0,380,16.5,2.6,3.6,0.37,4.0,Cookies,162,32.0,507
Cookies,With Peanut Butter Filling,Chocolate-Coated,562,8.1,52.9,3.5,30.9,371,19.2,8.4,6.3,0.27,2.0,Cookies,141,25.0,562
Cookies,Brownies,Commercially Prepared,405,4.8,63.9,2.1,36.6,286,4.2,9.0,2.3,0.49,1.0,Oz,115,28.0,405
Cookies,Brownies,Prepared From Recipe,466,6.2,50.2,3.33,19.0,343,7.3,10.8,9.4,0.49,1.0,Oz,132,28.0,466
Cookies,Butter,Commercially Prepared,467,6.1,68.9,0.8,20.2,282,11.1,5.5,1.0,0.49,1.0,Oz,132,28.0,467
Cookies,Butter,Commercially Prepared,467,6.1,68.9,0.8,19.0,351,11.1,5.5,1.0,0.49,1.0,Oz,132,28.0,467
Cookies,Chocolate Chip Sandwich,With Creme Filling,425,2.9,63.5,0.0,38.2,279,5.9,4.5,6.4,0.0,1.0,Cookie,145,34.0,425
Cookies,Chocolate Chip,Commercially Prepared,444,3.6,65.8,1.8,37.1,276,9.8,7.0,1.8,0.06,1.0,Cookie,63,14.0,444
Cookies,Chocolate Chip,Commercially Prepared,450,3.9,73.4,1.6,39.8,244,4.2,6.7,5.0,0.49,1.0,Oz,128,28.0,450
Cookies,Chocolate Chip,Prepared From Recipe,488,5.7,58.2,3.33,19.0,341,14.1,8.2,4.5,0.49,1.0,Oz,138,28.0,488
Cookies,Chocolate Chip,Prepared From Recipe,488,5.7,58.4,2.8,19.0,361,8.1,10.4,8.4,0.49,1.0,Oz,138,28.0,488
Cookies,Chocolate Cream Covered,Biscuit Sticks,447,10.0,51.1,5.0,25.0,213,12.6,2.1,6.7,0.49,1.0,Serving,179,40.0,447
Cookies,Chocolate Sandwich,With Creme Filling,436,2.9,76.2,2.9,41.2,471,2.9,4.7,3.4,0.0,1.0,Serving,148,34.0,436
Cookies,Chocolate Sandwich,With Creme Filling,464,5.2,71.0,2.9,40.7,388,5.6,9.3,3.6,0.11,3.0,Cookie,167,36.0,464
Cookies,Chocolate Sandwich,With Creme Filling,461,4.5,68.0,4.1,19.7,342,4.0,9.2,7.9,0.49,1.0,Oz,131,28.0,461
Cookies,Chocolate Sandwich,With Extra Creme Filling,497,4.3,68.2,2.7,46.0,351,5.5,16.1,2.5,0.49,1.0,Oz,141,28.0,497
Cookies,Chocolate,Made With Rice Cereal,440,3.2,63.3,1.6,40.3,210,11.3,4.0,3.0,0.0,1.0,Cookie,260,62.0,440
Cookies, Fortune, Prepared From Recipe,378,4.2,84.0,1.6,45.4,31,0.7,1.3,0.5,0.49,1.0,Oz,107,28.0,378
Cookies, Fudge, Cake-Type (Includes Trolley Cakes),349,5.0,78.3,2.8,19.0,192,1.1,1.8,0.5,0.49,1.0,Oz,99,28.0,349
Cookies, Gingersnaps, Prepared From Recipe,416,5.6,76.9,2.2,19.9,501,2.5,5.4,1.4,0.49,1.0,Oz,118,28.0,416
Cookies, Gluten-Free, Chocolate Sandwich,474,2.2,76.0,2.5,49.0,275,7.9,6.1,1.8,0.1,3.0,Cookies,209,44.0,474
Cookies, Gluten-Free, Chocolate Wafer,541,4.1,62.8,1.6,41.0,122,15.3,9.5,2.3,0.1,3.0,Cookies,124,23.0,541
Cookies, Gluten-Free, Lemon Wafer,515,0.0,74.4,0.0,42.3,111,10.5,8.3,2.7,0.04,3.0,Cookies,155,30.0,515
Cookies, Gluten-Free, Vanilla Sandwich,493,2.7,74.6,0.5,46.7,201,7.0,8.3,2.9,0.06,3.0,Cookies,217,44.0,493
Cookies, Graham Crackers, Chocolate-Coated,500,4.0,66.8,2.2,37.3,265,17.2,2.7,4.9,0.55,3.0,Pieces,135,27.0,500
Cookies, Graham Crackers, Plain Or Honey (Includes Cinnamon),430,6.7,77.7,3.4,24.9,459,1.6,2.5,5.4,0.06,1.0,Oz,122,28.0,430
Cookies, Graham Crackers, Plain Or Honey,386,5.7,78.0,5.7,22.9,629,0.0,1.7,3.4,0.0,1.0,Serving,135,35.0,386
Cookies, Ladyfingers, With Lemon Juice And Rind,365,10.6,59.7,1.0,25.4,147,3.1,3.8,1.4,0.49,1.0,Oz,103,28.0,365
Cookies, Ladyfingers, Without Lemon Juice And Rind,363,10.6,59.7,1.0,19.0,147,3.0,3.7,1.4,0.49,1.0,Oz,103,28.0,363
Cookies, Marie Biscuit, Prepared From Recipe,406,7.1,70.5,3.5,21.2,370,5.3,2.7,1.7,0.0,5.0,Cookie,114,28.0,406
Cookies, Marshmallow, Chocolate-Coated (Includes Marshmallow Pies),421,4.0,67.7,2.0,44.8,188,4.7,9.3,1.9,0.49,1.0,Oz,119,28.0,421
Cookies, Marshmallow, With Rice Cereal And Chocolate Chips,435,4.6,63.3,0.0,40.9,341,11.4,4.2,1.8,0.0,1.0,Bar,96,22.0,435
Cookies, Molasses, Prepared From Recipe,430,5.6,73.8,1.0,17.6,459,3.2,7.1,1.7,0.49,1.0,Oz,122,28.0,430
Cookies, Oatmeal, Commercially Prepared,450,6.2,68.7,2.8,24.7,383,4.5,10.0,2.5,0.49,1.0,Oz,128,28.0,450
Cookies, Oatmeal, Commercially Prepared,409,6.1,65.7,2.7,19.0,349,3.6,8.0,2.2,0.49,1.0,Oz,116,28.0,409
Cookies, Oatmeal, Commercially Prepared,449,4.8,69.9,2.9,31.7,273,2.7,7.6,6.8,0.49,1.0,Oz,127,28.0,449
Cookies, Oatmeal, Prepared From Recipe,435,6.5,68.4,3.33,19.0,538,3.2,6.9,5.0,0.49,1.0,Oz,123,28.0,435
Cookies, Oatmeal, Prepared From Recipe,447,6.8,66.4,3.33,19.0,598,3.6,7.7,5.6,0.49,1.0,Oz,127,28.0,447
Cookies, Oatmeal, Reduced Fat,365,4.0,64.6,16.1,32.1,562,4.1,3.3,2.3,0.0,1.0,Cookie,91,25.0,365
Cookies, Oatmeal, Refrigerated Dough,471,6.0,65.7,2.8,19.0,327,5.3,11.7,3.0,0.49,1.0,Oz,134,28.0,471
Cookies, Peanut Butter Sandwich, Regular,478,8.8,65.6,1.9,35.4,368,5.0,11.2,3.8,0.49,1.0,Oz,136,28.0,478
Cookies, Peanut Butter Sandwich, Special Dietary,535,10.0,50.8,3.33,19.0,412,4.9,15.4,12.0,0.49,1.0,Oz,152,28.0,535
Cookies, Peanut Butter, Commercially Prepared,473,8.9,58.2,2.1,28.6,463,6.8,10.8,3.6,1.25,1.0,Oz,134,28.0,473
Cookies, Peanut Butter, Commercially Prepared,457,5.3,57.7,1.7,19.0,336,6.1,13.8,3.2,0.49,1.0,Oz,130,28.0,457
Cookies, Peanut Butter, Prepared From Recipe,475,9.0,58.9,3.33,19.0,518,4.4,10.8,7.2,0.49,1.0,Oz,135,28.0,475
Cookies, Peanut Butter, Refrigerated Dough,503,9.1,57.3,1.2,19.0,436,6.2,14.5,4.9,0.49,1.0,Oz,143,28.0,503
Cookies, Raisin, Soft-Type,401,4.1,68.0,1.2,47.6,418,3.5,7.6,1.8,0.49,1.0,Oz,114,28.0,401
Cookies, Shortbread, Commercially Prepared,542,4.9,58.3,1.8,19.0,281,8.2,18.6,4.1,0.49,1.0,Oz,154,28.0,542
Cookies, Shortbread, Commercially Prepared,514,5.4,63.8,1.3,21.7,353,8.1,6.7,8.3,0.71,1.0,Oz,146,28.0,514
Cookies, Shortbread, Reduced Fat,451,5.4,76.0,1.3,21.7,571,4.7,3.1,6.1,0.47,1.0,Cookie,53,12.0,451
Cookies, Sugar Wafer, Chocolate-Covered,526,3.5,66.0,3.4,51.7,138,17.2,4.9,4.2,0.0,3.0,Cookie,153,29.0,526
Cookies, Sugar Wafer, With Creme Filling,531,3.6,66.3,14.3,0.0,71,4.3,12.1,10.7,0.0,1.0,Oz,151,28.0,531
Cookies, Sugar Wafers With Creme Filling, Regular,502,3.8,70.6,1.6,43.0,103,11.9,7.7,2.7,0.49,3.0,Cookies,181,36.0,502
Cookies, Sugar, Commercially Prepared,464,5.4,67.3,1.3,27.3,385,7.7,7.0,3.7,0.49,1.0,Oz,132,28.0,464
Cookies, Sugar, Prepared From Recipe,472,5.9,60.0,1.2,24.9,491,4.7,10.2,7.3,0.49,1.0,Oz,134,28.0,472
Cookies, Vanilla Sandwich With Creme Filling, Prepared From Recipe,483,4.5,72.1,1.5,39.3,349,3.0,8.4,7.6,0.49,1.0,Oz,137,28.0,483
Crackers,Crackers, Prepared From Recipe,383,9.3,80.9,2.6,0.3,16,0.3,0.2,0.7,0.49,1.0,Oz,109,28.0,383
Crackers,Crackers, Reduced Fat,418,10.0,68.2,3.3,0.0,1167,3.3,2.1,5.3,0.0,1.0,Serving,125,30.0,418
Crackers,Crackers, Fish-Shaped,463,10.2,65.7,3.1,1.2,970,2.1,10.3,3.9,0.06,10.0,Goldfish,24,5.0,463
Crackers,Crackers, Multigrain And Vegetable,456,2.5,76.9,3.0,3.9,890,5.7,4.9,1.4,0.05,3.0,Crackers,49,11.0,456
Crackers,Crackers, Multi-Seeded And Multigrain,453,11.3,66.3,10.2,0.9,438,2.1,7.0,6.0,0.02,3.0,Crackers,28,6.0,453
Crackers,Crackers, Egg,391,12.3,78.6,2.8,19.0,21,0.5,0.6,0.5,0.49,0.5,Oz,56,14.0,391
Crackers,Crackers, Egg And Onion,391,10.0,77.1,5.0,19.0,285,0.9,1.0,1.0,0.49,0.5,Oz,56,14.0,391
Crackers,Crackers, Plain,395,10.0,83.7,3.0,0.3,0,0.2,0.1,0.6,0.49,0.5,Oz,56,14.0,395
Crackers,Crackers, Whole-Wheat,351,13.1,78.9,11.8,19.0,2,0.2,0.2,0.7,0.49,0.5,Oz,50,14.0,351
Crackers,Crackers, Rye (Includes Pumpernickel),389,11.6,77.3,8.0,19.0,899,0.5,0.9,1.3,0.49,0.5,Oz,55,14.0,389
Crackers,Crackers, Wheat,374,12.9,76.4,7.4,19.0,837,0.3,0.5,0.9,0.49,0.5,Oz,53,14.0,374
Crackers,Crackers, Prepared From Recipe,446,7.6,71.7,3.4,10.3,687,2.9,5.5,4.9,0.49,0.5,Oz,63,14.0,446
Crackers,Crackers, Prepared From Recipe,482,7.1,67.6,3.5,12.0,883,3.3,5.0,11.8,0.19,4.0,Crackers,67,14.0,482
Crackers,Crackers, Prepared From Recipe,407,13.5,72.3,3.33,19.0,253,1.4,2.8,2.3,0.49,0.5,Oz,58,14.0,407
Crackers,Crackers, Soda,418,9.5,74.1,2.8,1.3,941,1.7,2.0,4.8,0.17,5.0,Crackers,62,15.0,418
Crackers,Crackers, Fat-Free,393,10.5,82.3,2.7,0.4,849,0.2,0.1,0.7,0.49,3.0,Saltines,59,15.0,393
Crackers,Crackers, Unsalted Tops (Includes Oyster,434,9.2,71.5,3.0,19.0,766,2.9,6.4,1.7,0.49,0.5,Oz,62,14.0,434
Crackers,Crackers, Whole Wheat (Includes Multi-Grain),398,7.1,68.3,6.7,0.0,1214,0.0,2.8,7.2,0.0,1.0,Serving,56,14.0,398
Crackers,Crackers, Peanut Butter Filled,437,8.3,63.5,2.8,11.1,639,2.8,5.6,6.9,0.0,1.0,Package,157,36.0,437
Crackers,Crackers, Low Sodium,442,6.5,67.7,9.7,12.9,177,3.2,3.3,8.6,0.0,1.0,Serving,137,31.0,442
Crackers,Crackers, Reduced Fat,444,9.3,71.5,3.4,15.0,776,2.1,3.3,7.1,0.2,1.0,Serving,129,29.0,444
Crackers,Crackers, Reduced Fat,416,11.3,75.5,10.9,1.2,745,1.1,1.6,3.6,0.1,1.0,Serving,121,29.0,416
Cream Puff ,Cream Puff , Prepared From Recipe,360,9.0,22.8,0.8,0.3,483,5.6,11.1,7.4,0.49,1.0,Oz,102,28.0,360
Cream Puff,Cream Puff, Custard Or Cream Filled,334,4.4,37.4,0.9,22.1,265,7.1,6.1,4.2,0.0,4.0,Oz,260,113.0,334
Croutons,Croutons, Prepared From Recipe,407,11.9,73.5,5.1,19.0,698,1.5,3.1,1.3,0.49,0.5,Oz,58,14.0,407
Croutons,Croutons, Prepared From Recipe,465,10.8,63.5,5.0,4.4,1089,5.2,9.5,2.4,0.49,0.5,Oz,66,14.0,465
Crunchmaster,Crunchmaster, Snack Crackers,456,10.9,67.2,7.5,0.8,370,2.1,7.0,6.0,0.02,3.0,Crackers,18,4.0,456
Danish Pastry,Danish Pastry, Prepared From Recipe,374,8.0,37.2,1.0,7.0,417,6.8,11.3,2.6,0.49,1.0,Oz,106,28.0,374
Danish Pastry,Danish Pastry, Enriched,403,7.0,44.6,1.3,19.8,414,5.7,12.5,2.9,0.49,1.0,Oz,114,28.0,403
Danish Pastry,Danish Pastry, Unenriched,403,7.0,44.6,1.2,19.0,371,5.7,12.5,2.9,0.49,1.0,Oz,114,28.0,403
Danish Pastry,Danish Pastry, Enriched (Includes Apple,371,5.4,47.8,1.9,27.5,445,4.9,10.0,2.4,0.49,1.0,Oz,105,28.0,371
Danish Pastry,Danish Pastry, Unenriched,371,5.4,47.8,1.9,19.0,354,2.8,5.9,1.5,0.49,1.0,Oz,105,28.0,371
Danish Pastry,Danish Pastry, Raisin Nut,430,7.1,45.7,2.0,25.9,298,5.8,13.7,4.3,0.49,1.0,Oz,122,28.0,430
Doughnuts,Doughnuts, Chocolate,417,4.5,57.4,2.2,31.9,215,5.1,11.3,2.5,0.49,1.0,Oz,118,28.0,417
Doughnuts,Doughnuts, Plain (Includes Unsugared,434,5.3,47.1,1.7,18.2,477,11.1,8.5,3.9,0.49,1.0,Donut,174,40.0,434
Doughnuts,Doughnuts, Plain,452,4.9,51.3,1.9,26.7,326,13.5,8.6,2.0,0.49,1.0,Oz,128,28.0,452
Doughnuts,Doughnuts, Plain,426,5.2,50.8,1.5,19.0,402,5.9,12.7,2.9,0.49,1.0,Oz,121,28.0,426
Doughnuts,Doughnuts, Glazed,412,3.1,59.5,1.2,35.1,345,4.7,10.4,2.3,0.49,1.0,Oz,117,28.0,412
Doughnuts,Doughnuts, Glazed,403,6.4,44.3,1.2,19.0,342,5.8,12.9,2.9,0.49,1.0,Oz,114,28.0,403
Doughnuts,Doughnuts, With Creme Filling,361,6.4,30.0,0.8,14.6,309,5.4,12.1,3.1,0.49,1.0,Oz,102,28.0,361
Doughnuts,Doughnuts, With Jelly Filling,340,5.9,39.0,0.9,21.1,455,4.8,10.2,2.4,0.49,1.0,Oz,96,28.0,340
English Muffins,English Muffins, Prepared From Recipe,235,9.1,46.3,2.8,0.8,298,0.2,0.8,0.6,0.49,1.0,Oz,67,28.0,235
English Muffins,English Muffins, Toasted (Includes Granola),255,9.9,50.3,3.0,0.9,324,0.3,0.9,0.6,0.49,1.0,Oz,72,28.0,255
English Muffins,English Muffins, Enriched,227,8.9,44.2,3.5,3.5,425,0.7,0.4,0.5,0.0,1.0,Oz,64,28.0,227
